pre	post	type	synapses
VA1	LegacyBodyWallMuscles	chemical	11
VA1	VD1	chemical	2
VA11	DD6	chemical	10
VA11	LegacyBodyWallMuscles	chemical	18
VA11	PVNR	chemical	2
VA11	VB10	chemical	1
VA11	VD12	chemical	4
VA12	AS11	chemical	2
VA12	DA8	chemical	3
VA12	DA9	chemical	5
VA12	DB7	chemical	4
VA12	DD6	chemical	2
VA12	LegacyBodyWallMuscles	chemical	14
VA12	LUAL	chemical	2
VA12	PHCL	electrical	1
VA12	PVCL	chemical	2
VA12	PVCR	chemical	3
VA12	VA11	chemical	1
VA12	VB11	electrical	1
VA12	VD12	chemical	3
VA12	VD13	chemical	11
VA2	AVAL	chemical	1
VA2	AVAL	electrical	4
VA2	DD1	chemical	13
VA2	LegacyBodyWallMuscles	chemical	19
VA2	SABD	electrical	3
VA2	VA3	chemical	2
VA2	VB1	chemical	2
VA2	VD1	chemical	2
VA2	VD1	electrical	1
VA2	VD2	chemical	8
VA2	VD2	electrical	3
VA3	AS1	electrical	1
VA3	AVAL	electrical	1
VA3	DD1	chemical	18
VA3	DD2	chemical	11
VA3	LegacyBodyWallMuscles	chemical	29
VA3	SABD	electrical	2
VA3	VA4	chemical	1
VA3	VD2	chemical	3
VA3	VD3	chemical	3
VA4	AS2	electrical	2
VA4	AVAL	electrical	1
VA4	AVDL	chemical	1
VA4	DA5	electrical	1
VA4	DD2	chemical	21
VA4	LegacyBodyWallMuscles	chemical	25
VA4	SABD	electrical	1
VA4	VB3	chemical	2
VA4	VD4	chemical	3
VA5	AS3	electrical	2
VA5	AVAL	electrical	5
VA5	DA5	electrical	2
VA5	DD2	chemical	5
VA5	DD3	chemical	13
VA5	LegacyBodyWallMuscles	chemical	19
VA5	VD5	chemical	2
VA6	AVAL	electrical	6
VA6	DD3	chemical	24
VA6	LegacyBodyWallMuscles	chemical	20
VA6	VB5	chemical	2
VA6	VD5	chemical	1
VA6	VD6	chemical	2
VA7	AS5	electrical	1
VA7	AVAL	electrical	2
VA7	DD3	chemical	3
VA7	DD4	chemical	12
VA7	LegacyBodyWallMuscles	chemical	27
VA7	VB3	electrical	1
VA7	VD7	chemical	9
VA8	AS6	electrical	1
VA8	AVAL	electrical	10
VA8	AVBR	electrical	1
VA8	DD4	chemical	21
VA8	LegacyBodyWallMuscles	chemical	23
VA8	PDER	electrical	1
VA8	PVCR	electrical	2
VA8	VA8	electrical	1
VA8	VA9	chemical	1
VA8	VB6	chemical	1
VA8	VB8	chemical	1
VA8	VB8	electrical	3
VA8	VB9	electrical	3
VA8	VD7	chemical	5
VA8	VD8	chemical	5
VA8	VD8	electrical	1
VA9	AVAL	electrical	1
VA9	AVBR	electrical	1
VA9	DD4	chemical	3
VA9	DD5	chemical	15
VA9	DVB	electrical	1
VA9	DVC	electrical	1
VA9	LegacyBodyWallMuscles	chemical	20
VA9	PVCR	electrical	1
VA9	PVT	chemical	1
VA9	VB8	chemical	6
VA9	VB8	electrical	1
VA9	VB9	electrical	4
VA9	VD9	chemical	10
VB1	AIBR	chemical	1
VB1	AVKL	electrical	4
VB1	DD1	chemical	1
VB1	DVA	chemical	1
VB1	LegacyBodyWallMuscles	chemical	5
VB1	RIML	chemical	2
VB1	RMFL	chemical	2
VB1	SAADL	chemical	9
VB1	SAADR	chemical	4
VB1	SABD	chemical	1
VB1	VA1	chemical	3
VB1	VA3	chemical	1
VB1	VD1	chemical	3
VB1	VD2	chemical	1
VB10	AVKL	electrical	1
VB10	DD6	chemical	9
VB10	LegacyBodyWallMuscles	chemical	20
VB10	PVCL	electrical	1
VB10	PVT	chemical	1
VB10	VD11	chemical	1
VB10	VD12	chemical	2
VB11	DD6	chemical	7
VB11	LegacyBodyWallMuscles	chemical	14
VB11	PVCR	chemical	1
VB11	VA12	chemical	1
VB2	DD1	chemical	20
VB2	DD2	chemical	1
VB2	LegacyBodyWallMuscles	chemical	26
VB2	VA2	chemical	1
VB2	VB1	electrical	4
VB2	VB5	electrical	1
VB2	VC2	chemical	1
VB2	VD2	chemical	9
VB2	VD3	chemical	3
VB3	DD2	chemical	37
VB3	LegacyBodyWallMuscles	chemical	35
VB3	VA4	chemical	1
VB3	VB2	electrical	1
VB4	AVBL	electrical	1
VB4	AVBR	electrical	1
VB4	DB1	electrical	1
VB4	DB4	electrical	1
VB4	DD2	chemical	6
VB4	DD3	chemical	16
VB4	LegacyBodyWallMuscles	chemical	20
VB4	VB5	electrical	1
VB5	DD3	chemical	27
VB5	LegacyBodyWallMuscles	chemical	22
VB5	VD6	chemical	7
VB6	DA4	electrical	1
VB6	DD4	chemical	30
VB6	LegacyBodyWallMuscles	chemical	28
VB6	VA8	chemical	1
VB6	VB5	electrical	1
VB6	VB7	chemical	1
VB6	VD6	chemical	1
VB6	VD7	chemical	8
VB7	DD4	chemical	2
VB7	LegacyBodyWallMuscles	chemical	2
VB7	VB2	electrical	2
VB8	DD5	chemical	30
VB8	LegacyBodyWallMuscles	chemical	32
VB8	VA9	chemical	9
VB8	VB9	chemical	3
VB8	VD10	chemical	1
VB8	VD9	chemical	10
VB9	DD5	chemical	8
VB9	LegacyBodyWallMuscles	chemical	24
VB9	PVCL	electrical	2
VB9	VB8	chemical	1
VB9	VB8	electrical	3
VB9	VD10	chemical	5
VC1	AVL	chemical	2
VC1	DD1	chemical	7
VC1	DD2	chemical	6
VC1	DD3	chemical	6
VC1	DVC	chemical	1
VC1	LegacyBodyWallMuscles	chemical	6
VC1	PVT	chemical	2
VC1	VC2	chemical	3
VC1	VC2	electrical	6
VC1	VC3	chemical	1
VC1	VC3	electrical	2
VC1	VD1	chemical	4
VC1	VD2	chemical	1
VC1	VD3	chemical	1
VC1	VD4	chemical	2
VC1	VD5	chemical	5
VC1	VD6	chemical	1
VC2	DB4	chemical	1
VC2	DD1	chemical	6
VC2	DD2	chemical	4
VC2	DD3	chemical	9
VC2	DVC	chemical	1
VC2	LegacyBodyWallMuscles	chemical	10
VC2	PVCR	chemical	1
VC2	PVQR	chemical	1
VC2	PVT	chemical	2
VC2	VC1	chemical	4
VC2	VC3	chemical	4
VC2	VD1	chemical	2
VC2	VD2	chemical	2
VC2	VD4	chemical	5
VC2	VD5	chemical	5
VC2	VD6	chemical	1
VC3	AVL	chemical	1
VC3	DD1	chemical	2
VC3	DD2	chemical	4
VC3	DD3	chemical	5
VC3	DD4	chemical	12
VC3	DVC	chemical	1
VC3	HSNR	chemical	1
VC3	LegacyBodyWallMuscles	chemical	11
VC3	PVNR	chemical	1
VC3	PVPR	chemical	1
VC3	PVQR	chemical	4
VC3	VC1	chemical	2
VC3	VC2	chemical	1
VC3	VC2	electrical	2
VC3	VC4	electrical	1
VC3	VC5	electrical	2
VC3	VD1	chemical	1
VC3	VD2	chemical	1
VC3	VD3	chemical	1
VC3	VD4	chemical	2
VC3	VD5	chemical	4
VC3	VD6	chemical	4
VC3	VD7	chemical	5
VC4	AVBL	chemical	1
VC4	AVHR	chemical	1
VC4	LegacyBodyWallMuscles	chemical	7
VC4	VC1	chemical	1
VC4	VC3	chemical	4
VC4	VC5	chemical	1
VC4	VC5	electrical	1
VC5	AVFL	chemical	1
VC5	AVFR	chemical	1
VC5	DVC	chemical	2
VC5	HSNL	chemical	1
VC5	LegacyBodyWallMuscles	chemical	2
VC5	OLLR	chemical	1
VC5	PVT	chemical	1
VC5	URBL	chemical	3
VC5	VC3	chemical	1
VC5	VC4	chemical	1
VC6	LegacyBodyWallMuscles	chemical	1
VD1	DD1	chemical	1
VD1	DD1	electrical	4
VD1	DVC	electrical	5
VD1	LegacyBodyWallMuscles	chemical	12
VD1	RIFL	electrical	1
VD1	RIGL	electrical	2
VD1	VA1	chemical	2
VD1	VC1	electrical	1
VD1	VD2	electrical	7
VD10	AVBR	electrical	1
VD10	DD5	chemical	1
VD10	DD5	electrical	1
VD10	DVC	electrical	4
VD10	LegacyBodyWallMuscles	chemical	22
VD10	VB9	chemical	2
VD10	VD9	electrical	5
VD11	AVAR	chemical	2
VD11	LegacyBodyWallMuscles	chemical	11
VD11	VA11	chemical	1
VD11	VB10	chemical	1
VD12	LegacyBodyWallMuscles	chemical	13
VD12	VA11	chemical	3
VD12	VA12	chemical	2
VD12	VB10	chemical	1
VD12	VB11	chemical	1
VD13	AVAR	chemical	2
VD13	LegacyBodyWallMuscles	chemical	12
VD13	PVCL	chemical	1
VD13	PVCR	chemical	1
VD13	PVPL	electrical	2
VD13	VA12	chemical	1
VD2	AS1	electrical	1
VD2	DD1	chemical	1
VD2	DD1	electrical	2
VD2	LegacyBodyWallMuscles	chemical	22
VD2	VA2	chemical	6
VD2	VB2	chemical	3
VD2	VD3	electrical	2
VD3	LegacyBodyWallMuscles	chemical	23
VD3	PVPL	electrical	1
VD3	VA3	chemical	2
VD3	VB2	chemical	2
VD4	LegacyBodyWallMuscles	chemical	25
VD4	PVPR	electrical	1
VD4	VD3	electrical	1
VD5	AVAR	chemical	1
VD5	LegacyBodyWallMuscles	chemical	26
VD5	PVPR	electrical	1
VD5	VA5	chemical	2
VD5	VB4	chemical	2
VD5	VD4	electrical	1
VD5	VD6	electrical	2
VD6	AVAL	chemical	1
VD6	LegacyBodyWallMuscles	chemical	27
VD6	VA6	chemical	1
VD6	VB5	chemical	2
VD7	LegacyBodyWallMuscles	chemical	24
VD7	VA9	electrical	1
VD7	VD6	electrical	1
VD8	DD4	chemical	1
VD8	LegacyBodyWallMuscles	chemical	25
VD8	VA8	chemical	4
VD9	LegacyBodyWallMuscles	chemical	28
VD9	PDER	electrical	1
